city,geolocation_lat,geolocation_lng,transactions
pareci novo,-29.638048322432056,-51.39679847594919,1
parelhas,-6.695371474512118,-36.66042073725605,1
paripiranga,-10.677753829513447,-37.86677347186595,1
paripueira,-9.46306731602714,-35.54598692729274,1
pariquera-acu,-24.72923631512426,-47.87514487462739,2
parisi,-20.30246945386577,-50.01179821320422,1
parnaiba,-2.915606671244784,-41.76118389761837,1
parnamirim,-6.044193242401978,-35.51545810034182,5
parnarama,-5.684905394543333,-43.11414486203611,1
parobe,-29.634960959604413,-50.842243579772365,1
passa quatro,-22.432184248067912,-44.94238775322014,1
passa tempo,-20.65039822877635,-44.489004161792096,1
passa tres,-22.693764497543054,-44.00449724718562,2
passagem franca,-6.178447458876508,-43.779414406441774,1
passira,-7.977456202295261,-35.58090828358349,2
passo de camaragibe,-9.316669999999933,-35.433329999999955,1
passo de torres,-29.322193720594978,-49.72515474288599,3
passo fundo,-28.2528337640965,-52.39369532460336,6
passos,-20.723323804188347,-46.60794009312585,1
passos maia,-26.779158940803057,-52.06276057272658,1
pastos bons,-6.597583049361235,-44.08840131909156,1
patis,-16.081822511216718,-44.08254601912787,1
pato bragado,-24.62607449710844,-54.230496748554216,1
pato branco,-26.229581201827205,-52.672835039569996,1
patos,-7.032502697275155,-37.28078129647941,1
patos de minas,-18.59129297874289,-46.51171124688297,7
patrocinio,-18.94991220966275,-46.99432588074904,3
patrocinio do muriae,-21.15128836448134,-42.21001128058038,2
patrocinio paulista,-20.643123703887085,-47.28157537181574,1
patu,-6.099398136901353,-37.64248340479982,1
paty do alferes,-22.41949986142907,-43.41394961085074,3
pau brasil,-15.463703788418414,-39.64492871803132,1
pau d'arco,-7.83446922905681,-50.04157082744215,1
pau dos ferros,-6.101156413122767,-38.20456609038299,2
paudalho,-7.904779867143789,-35.174273038602806,1
paula candido,-20.86801099623465,-42.97769015086261,1
paula freitas,-26.15923524030926,-50.886489939801415,1
pauliceia,-21.31281309262793,-51.83666963300886,1
paulinia,-22.763881464904223,-47.16039983564173,6
paulista,-7.901185446224401,-34.92238194898997,6
paulistana,-8.132776039787586,-41.14287098234002,1
paulistania,-22.578742863275487,-49.4042064390494,1
paulo afonso,-9.400656872418157,-38.224276778007585,3
paulo de faria,-20.031736129500093,-49.40197937213721,1
paulo frontin,-26.064506999999946,-50.75004499999996,1
paulo jacinto,-9.37570320797708,-36.37916145908502,1
paulo lopes,-27.962987017603908,-48.67050566252546,1
pavao,-17.43259142919295,-40.99682930190104,1
peabiru,-23.951445083704208,-52.34935307900668,2
pecanha,-18.54671321141172,-42.554759113821056,1
pederneiras,-22.3308507978399,-48.80069173298911,1
pedra,-8.49942,-36.94129649999999,2
pedra azul,-15.999050421931406,-41.280258640299486,2
pedra bela,-22.7948459815486,-46.44274854864501,1
pedra branca,-6.112640536764865,-39.16611784747165,2
pedra do indaia,-20.269784999999946,-45.20721049999997,1
pedra lavrada,-6.7573309027322255,-36.46367781841733,2
pedra menina,-21.358676506270264,-46.150542635850535,1
pedra preta,-16.620811476996337,-54.47056285074771,1
pedralva,-22.248432439398076,-45.4621217387963,1
pedranopolis,-20.249196938877336,-50.109210254581406,1
pedrao,-12.146156745779068,-38.64382697435264,1
pedras altas,-31.735158481345625,-53.5800773191822,1
pedras de fogo,-7.403732162119439,-35.11363631772969,2
pedregulho,-20.25024327597232,-47.47871792916746,1
pedreira,-22.738241505857662,-46.895858577758624,3
pedreiras,-4.566386009645874,-44.595231714641194,1
pedrinhas paulista,-22.817219015430805,-50.792409140572026,1
pedrinopolis,-19.225949713571065,-47.46278119298602,1
pedro afonso,-8.981900947401401,-48.16575984368416,1
pedro canario,-18.293283439577696,-39.95476928788746,2
pedro de toledo,-24.276258026479585,-47.23901172853294,1
pedro gomes,-18.099157983826583,-54.55466073919367,1
pedro ii,-4.425064422378748,-41.45294164000785,1
pedro leopoldo,-19.65229229195328,-44.05676792953887,2
pedro osorio,-31.863368020453382,-52.82031132035461,1
pedro velho,-6.4364449446840055,-35.217733313910585,1
peixe,-12.033887720576123,-48.53713376484876,1
peixoto de azevedo,-10.234267864316749,-54.99564958034666,1
pejucara,-28.42424999999997,-53.65641999999997,1
pelotas,-31.753490533666092,-52.332115095783436,13
penaforte,-7.830512992621943,-39.07565591931012,1
penapolis,-21.427415386043833,-50.084884076314644,1
pendencias,-5.260622485492328,-36.72318057435693,1
penedo,-11.64096749846771,-37.46603139500333,2
penha,-26.77376410437409,-48.63953711236353,2
pentecoste,-3.788593750670136,-39.26626853016101,1
pequi,-19.62716941891846,-44.66317014596649,1
pequizeiro,-8.593846520509429,-48.93535448656135,1
perdigao,-19.956996833557923,-45.07394912215463,1
perdizes,-19.34482826708697,-47.293050068619095,2
perdoes,-21.09012712081592,-45.09004846818983,1
pereira barreto,-20.643342869769413,-51.109313177786106,1
pereiras,-23.07576328030228,-47.97498317677898,1
pereiro,-6.050648037721724,-38.46417028725955,1
peri mirim,-2.5781793489157856,-44.85900866284855,1
periquito,-19.15805233645516,-42.24094710428658,1
peritiba,-27.370514774407,-51.90160130155491,1
perobal,-23.894211630230167,-53.4047773474088,1
perola,-23.79747172882613,-53.67445331345401,1
perola d'oeste,-25.82488047948394,-53.74400947618386,1
perpetuo socorro,-19.30993956751607,-42.375444400049226,1
peruibe,-24.309428863541264,-46.99109131565597,3
pescador,-18.35475698720655,-41.59430750238932,2
pesqueira,-8.357403841853268,-36.693285764827856,2
petrolandia,-15.603930163465966,-42.31964318437524,1
petrolina,-9.385442110530294,-40.5009844708061,4
petropolis,-22.475750857665993,-43.17394950227881,28
piacabucu,-10.405836974901254,-36.42901526334425,1
piacatu,-21.58764497190663,-50.59794848093564,1
pianco,-7.199286668366219,-37.927816932309874,1
piata,-13.15200989080445,-41.776627995941126,2
piau,-21.509210218328228,-43.32506142162322,1
picada cafe,-29.454218608982814,-51.1349063786892,1
picarra,-6.4479960645914485,-48.86838487903216,1
picarras,-26.7773522838409,-48.67973449062277,2
picos,-7.077081406225096,-41.45695558658234,3
picui,-6.504931576089685,-36.34127980888311,2
piedade,-23.705362945797216,-47.42779076388934,3
piedade de caratinga,-19.75765428691413,-42.07399263371405,1
piedade do rio grande,-21.486125999999945,-44.156631499999975,1
piedade dos gerais,-20.47336703132908,-44.232825807488496,1
pien,-26.09951042219324,-49.43039517089023,2
pilao arcado,-10.00380728991482,-42.48453243115851,1
pilar,-9.014646999327216,-35.78541982628766,2
pilar do sul,-23.821237436073826,-47.71739093523899,2
pimenta,-20.478120840408064,-45.80176497796169,1
pimenta bueno,-11.672136948374263,-61.188282484035156,1
pimenteiras,-6.236814853563464,-41.42145634201006,1
pindai,-14.489752500000003,-42.68469149999999,1
pindamonhangaba,-22.93345524014238,-45.44576288208955,6
pindare mirim,-3.6078410959320437,-45.34543430135597,2
pindoba,-9.474921681204073,-36.2876755840602,1
pindobacu,-10.742703695274544,-40.361641601752446,1
pindorama,-21.17860187513489,-48.89898761647285,1
pindorama do tocantins,-11.136895788631303,-47.57488705320804,1
pindoretama,-4.093127327033661,-38.30485510230516,1
pingo-d'agua,-19.72523238284895,-42.4146344343291,1
pinhais,-25.435076112559564,-49.17988714804664,2
pinhal da serra,-30.233660772021317,-50.23357365986018,1
pinhalao,-23.788481333229072,-50.06095793185342,1
pinhalzinho,-24.522271434094915,-49.32928072951739,2
pinhao,-24.014575124286914,-50.11115746919644,2
pinheiral,-22.524374677694304,-43.998404702485445,2
pinheiro,-2.530881173782189,-45.099247633136194,1
pinheiro machado,-31.579070881317342,-53.38846858140913,1
pinheiros,-18.414545287640298,-40.214909232727216,1
pintadas,-11.81066626949288,-39.90695627262601,1
pio ix,-6.833888219561676,-40.61187736751722,2
pio xii,-3.889630952438479,-45.17453702789102,1
piquerobi,-21.88654672458672,-51.72992782766481,1
piquete,-22.599699016663205,-45.19467909646438,1
piracaia,-23.055885440949233,-46.359106572709614,2
piracanjuba,-17.303533209194768,-49.02125605030914,2
piracema,-20.509312123932357,-44.48008798791571,1
piracicaba,-22.72759849413671,-47.64380711417461,7
piracuruca,-3.929133069780427,-41.700814673613735,1
pirai,-22.609469999999938,-43.912344499999975,4
pirai do norte,-13.803356999999943,-39.39802099999997,1
pirai do sul,-24.534586989874985,-49.94147712400757,1
piraju,-23.200603133077667,-49.38191047731837,1
pirajuba,-19.900237029462545,-48.70143714660958,1
pirajui,-21.99122766621988,-49.449896411363305,1
pirambu,-10.738773452795847,-36.85691648794299,1
piranga,-20.68861625257022,-43.29907349334553,1
pirangi,-21.10202696836105,-48.66381632676495,1
piranguinho,-22.4027145,-45.533639250000014,1
piranhas,-16.43982015293452,-51.809444085486106,1
pirapetinga,-21.66160623026978,-42.34394607533185,1
pirapo,-23.55761498008746,-51.53507921955235,1
pirapora,-17.341996680400722,-44.94194241063115,1
pirapora do bom jesus,-23.41478421095581,-46.9744489453111,2
pirapozinho,-22.280965825980445,-51.49055492419442,1
piraquara,-25.44722203167664,-49.08282493429817,2
pirassununga,-21.993649801096495,-47.41985383819083,7
piratini,-31.44167689708765,-53.09763805425061,1
piratininga,-22.41435007250668,-49.15079113137064,1
piratuba,-27.418399801872027,-51.77096945329615,2
pirauba,-21.27295667484628,-43.01798280499879,1
pirenopolis,-15.855610499999996,-48.96320624999999,1
pires do rio,-17.30639780134968,-48.27815633336062,2
pires ferreira,-4.2427663476756,-40.647004932216205,1
piripa,-14.941374412362489,-41.71780686552535,2
piripiri,-4.266378331490601,-41.778374894619226,1
piritiba,-11.733088856911984,-40.55720816085895,1
pirpirituba,-6.778855163242818,-35.49639121542699,1
pitanga,-24.75751269190114,-51.76142521085123,1
pitangueiras,-21.010986295708047,-48.208698811252695,1
pitangui,-19.684753387586866,-44.88441675374985,1
pitimbu,-7.473060538211956,-34.80818636133932,1
pium,-10.43920568648179,-49.18156253550225,1
piuma,-20.839347450458767,-40.72739984055625,2
piumhi,-20.476824105859496,-45.96189890374031,1
piumhii,-20.468060187307966,-45.96360929272077,3
placas,-3.8680705441363914,-54.215231563619774,3
planaltina,-15.460623266899926,-47.60323240787488,1
planaltina de goias,-15.453773150644905,-47.59848682427039,1
planaltina do parana,-23.02081098459815,-52.92187055719282,1
planaltino,-13.26185047191616,-40.36616960702636,1
planalto,-24.50762719826963,-51.626328191967005,1
planura,-20.140612484299115,-48.70851384020849,1
poa,-23.527895369077427,-46.346322628785735,3
pocao,-8.18718427249364,-36.70444450537471,1
pocao de pedras,-4.751404235220042,-44.93839063876921,1
pocinhos,-7.080462338976808,-36.05824336229835,1
poco fundo,-21.78266488214891,-45.96662229230047,1
poco redondo,-9.80496909464543,-37.686779981070906,1
poco verde,-10.71619120666806,-38.16969037202442,2
pocoes,-14.52387105097794,-40.37247955333515,1
pocoes de paineiras,-18.877925536018072,-45.41273035413269,1
pocos de caldas,-21.79685212645296,-46.55095927736127,10
pocrane,-19.61843947360932,-41.63387919592527,2
pojuca,-12.416113588108987,-38.31997129441237,1
poloni,-20.78794301654412,-49.81711966438032,1
pombal,-6.767805037736033,-37.80071882007359,1
pombos,-8.139970440964877,-35.397434855205795,1
pomerode,-26.78273335654894,-49.16415016984576,1
pompeia,-22.10502156770915,-50.173886685619784,1
pompeu,-19.22368752690102,-45.01337567053802,2
pongai,-21.73513088208474,-49.35838993660011,1
ponta grossa,-25.094918897688597,-50.154799343763294,8
ponta pora,-22.521144964369558,-55.71780984221425,3
pontal,-21.03378129083121,-48.03218752745949,1
pontal do parana,-25.621204126016725,-48.42208269355905,1
pontalina,-17.516562638724658,-49.44717306630277,1
pontalinda,-20.438207391902655,-50.52246730435475,1
pontao,-28.063727263710284,-52.67801533458862,1
ponte alta do norte,-27.165509168819703,-50.46862452668378,1
ponte nova,-20.415427348225233,-42.892376486746635,2
ponte serrada,-26.870454478640955,-52.01542238477739,1
pontes e lacerda,-15.228087212204526,-59.33680786030969,1
pontes gestal,-20.18015042971878,-49.704197505100765,1
ponto belo,-18.11974205143918,-40.54168154536473,1
ponto do marambaia,-17.184169999999938,-41.46527999999995,1
ponto dos volantes,-16.754566668497645,-41.50657967149204,1
ponto novo,-10.863717503774517,-40.13481816308847,1
populina,-19.94405346585085,-50.53738820448177,1
porangaba,-23.18190866035245,-48.122611436925126,1
porangatu,-13.455341522938246,-49.14470070630283,1
porciuncula,-20.965572106165208,-42.04278797153364,1
porecatu,-22.75013633594875,-51.377835696243196,1
portalegre,-6.02837434793123,-37.99270910154039,1
portao,-29.6960435029035,-51.243518193894786,1
porteiras,-7.535494408562345,-39.115641862213934,1
porteirinha,-15.744003742371044,-43.02873130043045,2
portela,-21.63075786316839,-41.98458605855964,2
portelandia,-17.357377181203184,-52.679596979155406,1
porto acre,-9.59299104817409,-67.53957678233026,1
porto alegre,-30.049921027724398,-51.18668230098811,137
porto alegre do norte,-10.87824536658774,-51.63245014478685,1
porto amazonas,-25.545258070749952,-49.881757819398686,1
porto belo,-27.154606768453952,-48.569866243161975,1
porto calvo,-9.057423265129469,-35.39361375928044,1
porto de pedras,-9.155885213028943,-35.296016050807246,1
porto esperidiao,-15.47335328021274,-59.08996994865012,2
porto estrela,-15.329344472220354,-57.20481983737399,1
porto feliz,-23.213642809967492,-47.52204509959029,1
porto ferreira,-21.858555070695953,-47.48403458197557,2
porto firme,-20.670978417512508,-43.08604059962964,1
porto franco,-6.349730069419711,-47.38705074579457,2
porto grande,0.7119168478514022,-51.41338885637655,1
porto lucena,-27.852707334577502,-55.01796463816312,1
porto murtinho,-21.700013486332825,-57.88369208238702,1
porto nacional,-10.718468400245484,-48.40892080773838,1
porto real,-22.43916268954564,-44.318111553416124,5
porto rico,-22.77079758343282,-53.26217343962884,1
porto seguro,-16.445796297869954,-39.06195158441753,11
porto trombetas,-1.7434572126284305,-52.24426859451796,1
porto uniao,-26.232223390098287,-51.08336577971018,1
porto velho,-8.759440093699169,-63.87313695737062,6
porto xavier,-27.904721701740918,-55.135102409918844,1
posse,-14.078271318010026,-46.359572027672804,3
posto da mata,-17.891085637572946,-39.8572746237379,1
pote,-17.80556751731407,-41.78632337733238,1
potengi,-7.09450476260754,-40.02886968732474,1
potim,-22.841959286551266,-45.25567489938757,1
potiragua,-15.59529749430922,-39.87073777476224,1
potirendaba,-21.04054660124981,-49.375841541141526,1
pouso alegre,-22.238138359893053,-45.93106275037724,11
pouso alto,-22.19956180272079,-44.97504264006319,1
pouso novo,-29.171419647005017,-52.209108948250375,1
pouso redondo,-27.25430420503072,-49.9284599962938,1
poxoreu,-15.832244848160132,-54.39610875644156,1
prado,-17.338279504195743,-39.22802565319706,1
pradopolis,-21.36757068180344,-48.06270442872158,1
prados,-21.09824838987834,-44.11780662646351,1
praia grande,-24.078718886157755,-46.48681293695069,25
praia norte,-5.395737737391552,-47.81029455314858,1
pranchita,-26.02172816894713,-53.74164111671826,1
prata,-18.250267699616668,-47.85669451959678,1
pratapolis,-20.7384113525068,-46.85180676234183,1
presidente alves,-22.095184429554525,-49.43990375069418,1
presidente bernardes,-22.002385790929264,-51.56036410767424,1
presidente castello branco,-27.22083994710839,-51.81102224706286,1
presidente dutra,-6.575313346298534,-43.95412918514779,5
presidente epitacio,-21.772896074965725,-52.109457879150774,2
presidente getulio,-27.055802649779398,-49.626171791002086,2
presidente janio quadros,-14.689602778499232,-41.67981602385163,1
presidente juscelino,-2.92319248655288,-44.06273521723484,1
presidente kennedy,-21.156005999999948,-41.07582349999996,1
presidente kubitschek,-18.61808620081955,-43.56687815624905,1
presidente lucena,-29.5132714271164,-51.20332997168425,1
presidente medici,-8.240761981229456,-56.54643725112684,1
presidente nereu,-27.28138740530753,-49.38954219571787,1
presidente olegario,-18.415537018784622,-46.417114857557685,1
presidente prudente,-22.120556500475633,-51.405025248422994,11
presidente tancredo neves,-13.456558874119256,-39.424414014420016,2
presidente venceslau,-21.881549344197197,-51.84621930031394,5
primavera,-22.530669685756347,-52.946768993499525,2
primavera do leste,-15.572155522371643,-54.30590430238665,1
primeiro de maio,-22.85022326086281,-51.02415831502344,1
princesa isabel,-7.735443497126389,-37.99534074349566,1
progresso,-29.244490117953653,-52.3059435,1
promissao,-21.533430937082922,-49.85453805246806,3
propria,-10.228181396372364,-36.84105980168848,1
protasio alves,-28.75892051649328,-51.47574401649327,1
prudencio thomaz,-21.65249882825977,-54.43375249029554,1
prudente de morais,-19.48730695994075,-44.15909729564294,1
prudentopolis,-25.20150185622089,-50.97064737415183,1
pugmil,-10.421498999999947,-48.92569099999996,2
pureza,-21.5873758684901,-41.84290581205132,1
